Title,Source,Date,Body
Out of The Sammy's shadown,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","Greek organizations will also have special recognition.Porter said the ""Excellence Awards"" have partly been created in response to students voicing concerns about the minority representation at the ""Sammys""Porter said the ""Excellence Awards"" are not exclusive, they just cater to students who may not feel apart of the general population or feel that the ""Sammy Awards"" are not for them.Director of Student Activities Carlton Green said the ""Excellence Awards"" has not stemmed from lack of minority representation at the ""Sammy Awards."" There is a need for the event just as there is a need for the office of MISS.""One of the goals of the Sammy Awards has always been diversity,"" Green said.Nomination packets will be available March 19 for those students and organizations that are interested in nominating a candidate for an ""Excellence Award.""The semi-formal event will be hosted by at least four emcees that should be able to appeal to the cultural diversity of the audience, said Glover.Applications for the emcee positions will be available Feb. 23. Information can be obtained by calling 294-3972 or by visiting the MISS office in Wilson 116."
Kaldi's Coffee House set to open in March,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","Then friends and classmates greet you. They invite you to join them at one of the couches. As you make your way over, you notice people are reading, talking, studying, using laptops. In essence, just plain hanging out. You notice the crowd is not just college students. It's also local business people and a few families.Could such a place really exist?It can and it will. Coming in early March, Kaldi's Coffee House will open on Sam Houston Avenue and 17th Street next to Subway.According to owner/operator Rick Francis, Kaldi's is looking to create a genuine coffee house atmosphere for coffee drinkers, students, families, or anyone just wanting to hangout.""We want this to be a place for people to feel free,"" Francis said.The name Kaldi comes from the original discoverer of coffee, Kaldi, who was an Ethiopian goat herder. His story goes back to 500 A.D. when he first noticed his goats eating coffee beans. After trying the beans himself, Kaldi took them to monks thinking they were a gift of God.The monks believed they were evil and threw them into a fire. The beans gave off a warm, rich aroma. Such a wonderful smell, that the monks thought the beans had to be a gift of God. They pulled the beans out and put them into water to cool off. The water started turning a dark brown color, and the rest, is history.Kaldi's will serve a variety of high quality coffee beverages, non-coffee beverages, and pastries, ranging in price from $1 to $3.50.The coffee house also hopes to have laptop hookups. Along with couches and a warm, rich color scheme, Kaldi's is hoping to generate the hangout atmosphere students and community members are looking for.Francis said he has felt very welcomed by the community and everyone involved with the coffee house. He wants everyone who goes into Kaldi's to feel the same way.As a way to get students involved, Kaldi's sponsored a logo design competition. The competition was open to all students, organizations and departments.Francis said there was a huge response by the students in the SHSU art department. The winning logo will be unveiled during opening ceremonies. The winner will receive $100 and a year of free coffee from Kaldi's.Francis said he believes the coffee house will be a success not only because they will be open from 7 a.m. to 10 p.m., but also the location and atmosphere.""We want this to be everyone's coffee house,"" Francis said.For more information about Kaldi's and job opportunities, contact Rick Francis at 832-978-5486."
Golden Key membership deadline Oct. 17,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","Student officers manage and lead Golden Key chapters under the guidance of a university staff advisor. ""There are a variety of benefits for members,"" said Dr. Bill Green, SHSU chapter advisor. Students wanting to get involved in an organization that recognizes academic record can develop great leadership skills, he said.The Society offers awards in writing, acting and dancing. Students can also be published in ""Concept Magazine"", Green said. Scholarships are offered to members based on achievement, leadership and extracurricular activities. Ford Motor Company offers a $500 scholarship to each chapter. Grants such as the GEICO/Golden Key Adult Scholar Award and the International Student Leader Award reward service and leadership. With 17 active programs last year, Golden Key honored more than 700 members and gave scholarships totaling more than $500,000.Golden Key is a society based on academics, but students also have opportunities to be involved in social and community activities, Green said.Golden Key students donate more than 100,000 hours of their time toward community service annually.Each year, Golden Key selects 12 outstanding members to receive a Golden Key Scholar Award of $10,000, which supports post-baccalaureate study at accredited universities around the world.The benefits available to members do not end once students graduate. Many job opportunities are linked to Golden Key. ""We have identified companies that specifically recruit Golden Key members,"" Green said.Companies such as Bank of America, Gateway, General Mills, Motorola, The New York Times and Shell offer career assistance to members.The Golden Key online career center keeps members in constant contact with hundreds of potential employers.Golden Key became Golden Key International Honor Society in January 2001, upgrading its name to something that represented the Golden Key outreach. The organization has chapters in Australia, Canada, Malaysia, New Zealand, South Africa and the United Kingdom, as well as the United States. Currently, there are over 270 active chapters. ""We've grown beyond the U.S. with chapters literally all over the world,"" Green said.James W. Lewis, an undergraduate student at Georgia State University, founded the Society on November 29, 1977. The Sam Houston State University Chapter of Golden Key was chartered on April 28, 1981. ""Being 21 years old, we're one of the oldest chapters in the state of Texas,"" Green said.The SHSU Chapter received the Best Service Project and Best Honorary Member Support awards at the recent regional convention in 2002."
UK premiere of play performed at Northampton,Northampton Chronicle & Echo,"January 1, 1970 Thursday","Katori Hall's Our Lady of Kibeho will be directed by the theatre's artistic director James Dacre, who has previously premiered her first play The Mountaintop which won the Olivier Award for Best New Play in 2010In 1981 at Kibeho College in Rwanda, a young girl claimed to have seen a vision of the Virgin Mary who warned her of the unimaginable: her country becoming hell on earth. She was ignored by her friends and scolded by her school but then another student saw the vision, and another, and the impossible appeared to be true.Katori Hall's Our Lady of Kibeho presents a haunting insight into the true events that captured the world's attention. A vibrantly theatrical meditation on faith and everyday miracles, it was hailed ""the most important play of the year"" by the Wall Street Journal when it premiered in New York in 2014.This UK premiere production promises to be an epic event, with a large professional cast complemented by the Royal & Derngate Community Ensemble and members of the theatre's Young Company.Katori Hall's plays include Hoodoo Love, Pussy Valley and Hurt Village, which won the Susan Smith Blackburn Award and is currently in development as a feature film. Hall recently wrote the book for Tina - The Tina Turner the Musical, which is currently playing in the West End.Katori Hall commented: ""I'm beyond ecstatic to work with James again and to bring Our Lady of Kibeho to the UK for the first time. In these turbulent times, I hope this piece will spark a dialogue within Royal & Derngate's surrounding community and beyond about healing cultural, political and racial divides.""The previously play also saw its cast Lorraine Burroughs and David Harewood nominated for Olivier and Evening Standard awards respectively for Best Actor and has gone on to become one of the most produced plays in America this decade.Dacre's productions at Royal & Derngate include premieres of Arthur Miller's The Hook, Dawn King's Brave New World, Dan O'Brien's The Body of an American and Roy Williams' Soul, alongside major touring revivals including UK Theatre Award-winning productions of Peter Whelan's The Herbal Bed and Shakespeare's King John.Our Lady of Kibeho takes to the Royal stage in Northampton from Saturday 12 January to Saturday 2 February 2019. Cast and further creative team will be announced in the autumn.Other forthcoming productions featuring in the Made in Northampton season include The Lovely Bones, adapted from Alice Sebold's novel by Bryony Lavery and directed by Melly Still, Joe Simpson's memoir Touching the Void, dramatised by David Greig and directed by Tom Morris and an adaptation by Barney Norris of Nobel Prize-winning writer Kazuo Ishiguro's The Remains of the Day, directed by Christopher Haydon.For more about the show or to book tickets visit www.royalandderngate.co.uk or call the box office on 01604 624811."
Patrons gathered to help football team raise funds at Friday auction,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","Patrons collected their bidding number at the door before being greeted by members of the Bearkat football team and receiving a free T-shirt.Auction participant Bruce Baggett said he truly enjoys the chance to give something to the team.""I'm just trying to support SHSU,"" Baggett said. ""This is my second year and I usually bid on jerseys and T-shirts. I spend about $100.""Half of the main building at the fairgrounds was lined with tables that held hundreds of silent auction items. There was enough sports memorabilia, including T-shirts, balls, caps and sport packages to make any sports enthusiast feel like a kid in a candy store.Among the 314 items listed on the auction sheet were a David Carr autographed Texans cap, Dan Marino autographed picture, Joe Montana autographed picture, Pittsburgh Steelers autographed ball, St. Louis Rams autographed ball and a Houston Texans signature ball.SHSU offensive line coach Ben Norton said the auction is an inspiring idea that brings a lot of positivism to the team.""This is the first place I have ever seen something like this. I think it is a great concept,"" Norton said.Sophomore offensive guard Will Smith said the event is more than just a good time.""It helps pay for equipment and traveling. A lot of people just want to put a face to the numbers,"" Smith said.Freshman running back Robert Sanders said his favorite part of the event is connecting with the community.""It's a great way to meet people from around town,"" Sanders said.Among the faces in the crowd was former 1978 Bearkat football player Russell Humphrey, who played linebacker before suffering a gunshot wound to the leg.He said the occasion gives him a chance to give back.""I have been coming for the last five years,"" Humphrey said. ""It gives a family atmosphere to the team.""Graduating senior Tiffany Wilkey, who served as auction hostess, said the live auction was a lot of fun.""I think it is the best part of the night,"" Wilkey said. ""There are some unique individuals in the audience.""Some live auction items included four Houston Texans club level seats on the 40-yard line donated by Jack and Janet Heard. Houston Astros tickets with limousine service to and from Minute Maid Park and five nights in Crested Butte, Colo., were also items available for auction at the event.For most, the auction was about seeing and talking with friends and acquaintances. For offensive line coach Jim Ferguson, it was about strengthening the bond that holds the program together.""The core of the family is right here,"" Ferguson said. ""Some went to school, some just care and some are just supportive.""As of 7:45 p.m. Friday evening, high bid makers were a Texas A&M football helmet autographed by Dennis Francione for $750, and a University of Texas helmet autographed by Mack Brown for $250.Folks mingled while they browsed the smorgasbord of collectables. The festive atmosphere was heightened by the aroma of 500 pounds of beef brisket and 200 pounds of pork sausage simmering in chafing dishes on the west side of the building."
Board makes decision on name change,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","University President James Gaertner announced Wednesday that the consideration to change the name of Sam Houston State University to Texas State University - Sam Houston, was declined by the Texas State Board of Regents.The Regents met by telephone conference call to consider possible action concerning the bill to change the name of Southwest Texas State University to: Texas State University - San Marcos. The system presidents also participated in the call.""There was quite a bit of sentiment out there,"" Gaertner said. ""The Board of Regents are smart people and they made the right decision. The Regents knew I was strongly opposed to a change. Students, faculty, alumni and staff were opposed to a change so I'm glad nothing changed.""Gaertner thanked people both on and off campus who provided him with their concerns about the possible name change.""I was able to pass along that information on, and it was considered during the Regents' deliberations,"" he said in his e-mail to the university community. ""In my judgment, we did what we truly considered to be in the best interest of Sam Houston State, and I deeply appreciate your efforts and support."""
"Gibbs donates $75,000 for President Speaker Series",Houstonian: Sam Houston State University,"January 1, 1970 Thursday","They are free and open to the public and planned for the morning hours, when students are more likely to be on campus.The first speaker in the series will be former Texas A&M and University of Alabama coach Gene Stallings, who has also been honored for his public service work as well as his coaching accomplishments. His lecture is scheduled for 11 p.m. Feb. 7 in the Criminal Justice Center."
Alpha Phi Alpha,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","Sophomore Lee Washington said he wanted to be in a distinguished, and well organized group of intellectual brothers.Coming up in March, A-Phi-A will be holding their third Annual Step Show, Alpha Avalanche on March 30 at 7:06 p.m. Alpha Week is also coming up in April, where a series of programs and social events will take place. Besides numerous programs, philanthropies and social events, A-Phi-A has won the Sammy Award for Best Social Organization, and an award for the highest organizational GPA among National Pan-Hellenic Council Fraternities at SHSU. "" We're always looking at talented and intelligent young men,"" said Lee Washington, secretary of Alpha Phi Alpha Fraternity. They could be looking at you!"
Prof Profiles: Robert Case,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","Case came to SHSU in 1983, and has been department chair the entire time he has been here.While chair, Case served as liaison for the design and development of the HKC when it was being constructed on campus.Case is also actively involved in his teaching, sponsoring numerous clubs, and serving on committees in the community.Case doesn't just teach fitness, he practices it.Two years ago, he was nationally ranked in racquetball and continues to play recreationally.""I've always tried to reflect what I teach and talk about, and that's fitness and wellness,"" Case said. ""I want to provide an image of what we're about and be a person who remains fit.""He is the sponsor of the University Racquetball Club, as well as the Jump Rope Club, new to campus this semester.Case is also on the Board of Directors for the American Heart Association. He is sponsoring Hoops for Heart this month to raise money for the association funding research for the number one premature killer, cardiovascular disease.""There will be 20 teams playing three-on-three basketball and the finals will be held during halftime at the men and women's basketball games against Stephen F. Austin Feb. 22,"" Case said.While at SHSU, Case has served as Thesis Advisor and was on the Athletic coaching selection committee.He designed the Adult Fitness Management graduate degree option and Fitness undergraduate degree specialization.Case was also the SHSU athletic director from 1990-1992.""He is very active,"" said colleague Dr. Diana Avans, assistant professor. ""He's a good role model for kinesiology students; a very upbeat person.""Some kinesiology students said they respected Case, and looked to him when they needed help.""He cares about students,"" kinesiology major Rusty Claxton said. ""He's very interactive and down to earth.""""He knows every student's name and tries to help you if you go to him,"" senior Theo Glover said.Claxton took Case's class on Organization and Administration of Kinesiology and Recreation.""He gets down on your level to help you understand,"" Claxton said.Case also teaches Lifestyles and Wellness, Sports Management and Facilities and Equipment in Kinesiology.Case has several publications to his name including the book, ""Administrative Theory & Practice in Physical Education & Athletics.""For the last five years, he has written a series of articles called ""Health Matters"" published in The Huntsville Item. The series covers health issues such as weight control and stress management.""As a result of the articles, I've developed relationships within the community,"" Case said. ""People recognize me in the grocery store and tell me they read my article and want to try to do that.""He has also published articles in the NASPE News; Texas Association of Health, Physical Education and Recreation, The Physical Educator, W. V. Journal of HPERS, Black and Gold Bulletin, Research & Review; Coach & Athlete, JOPERD, North Carolina Journal of HPER, Illinois Journal of HPER and the Journal of Sports Management.Case said he remains humble about his many accomplishments.""I've done a lot of stuff here, but I've been here a long time,"" Case said.This will be Case's last year as department chair.""I really don't know how I feel about that,"" he said. ""I have only been department chair so I'll have to sit and see what it feels like to not be.""I'll still be involved in my teaching, the clubs I sponsor and working for committees,"" he said. ""Someone else will have an opportunity to be the chair.""Case said he has great respect for his students.""Most of them have to work their way through school and they expect us to provide something worthwhile,"" he said. ""They take school very seriously and I've enjoyed the kinds of students we have here.""Case is a professor who enjoys his field and shows that in his work.""With any profession, if you're doing it and enjoying it, then you're living it,"" said Case."
Debbi Fields kicks off speaker series,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","University President James Gaertner and Paula Vernick have seen Fields deliver a lecture before at the University of Texas-San Antonio. ""She has a great business story about entrepreneurship, perseverance and not giving up on a good idea,"" Vernick said.Debra J. Fields currently consults for Mrs. Fields Cookies, a $450 million company she founded in 1977. She has since sold her company.Fields began her career at the age of 20 without any business experience. She convinced a bank to finance a business concept that did not appear to have a likelihood of success. After all, what business could survive just selling cookies?On Aug. 16, 1977, Mrs. Fields Chocolate Chippery opened to the public in Palo Alto, Calif. The Chippery grew over the next 19 years into over 650 franchise stores around the United States and 10 foreign nations. To extend her vision, Mrs. Fields began franchising in 1990. It is now the most rare of franchise opportunities, according to the Utah State Historical Society. Her mission has always been to create the highest quality product possible, every time. The Historical Society said that commitment has yielded products like no other, deeply satisfying personal indulgences that consumers just can't get enough of. In 1989, she made Mrs. Fields, Inc. the first company in the food retailing business to use technology to control operations and production through a computer program.The program is used at Harvard Business School as an example of successful application of technology in business management.She is the author of the ""Mrs. Fields I Love Chocolate!"" cookbook, ""Debbi Fields' Great American Desserts"" and ""100 Recipes From The Kitchen of Debbi Fields"", which has sold over 1.5 million copies and was the first cookbook to top The New York Times best seller list. Fields gives speeches at seminars for companies throughout the country and serves on the boards of Outback Steakhouse, Inc. in Tampa, Fla., and The Orpheum Theatre and WKNO in Memphis, Tenn. ""The important thing is not being afraid to take a chance. Remember, the greatest failure is to not try. Once you find something you love to do, be the best at doing it,"" said Fields, in Career World Magazine.Breakfast with Mrs. Fields will be at 9 a.m. in Austin Hall. The leaders of student organizations on campus should contact Maggie Babcock, special events coordinator for the Office of the President, for more information. All organizations presidents are encouraged to attend. Fields will deliver her public lecture in the Killinger Auditorium in the Beto Criminal Justice Center Tuesday, Oct. 1 at 11 a.m. A question and answer session will follow the speech and Mrs. Fields Cookies will be served. The speech is open to the university and surrounding community.Babcock said the capacity for the auditorium is 444 and the lecture will be broadcast in overflow rooms if the auditorium is filled. The overflow rooms are the Stretcher room and the Bates room.Orange Keys will distribute programs and direct people on where to go. A luncheon for community leaders will follow the lecture, Babcock said. The President's Speaker Series, underwritten by Lu Ellen Gibbs of Huntsville, was established to bring prominent leaders to the SHSU campus. This forum gives students an opportunity to learn and grow from people who are living successful and principled lives. The Series hosts one public event each semester. Gene Stallings, former head football coach at the University of Alabama, was the speaker in the spring."
Ritter resigns as head coach,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","""I've enjoyed my 10 seasons at Sam Houston State and appreciate the opportunity of having been part of the women's basketball program,"" Ritter said in a statement released on Tuesday. ""I have developed some wonderful relationships with past and present players and will miss the many friends I have made on the Sam Houston faculty as well as in the Huntsville community.""Ritter served as an assistant coach for the LadyKats before taking over in 1998. Ritter led the Kats to three straight Southland Conference tournament appearances in her first three seasons as head coach.In 1998 and 2000, the LadyKats finished fourth in the SLC, their highest conference season standing under Ritter's tutelage.The LadyKats finished the regular season this year with a 7-20 record and went 4-16 in conference play.As an assistant, Ritter was part of the coaching staff that led the LadyKats to their highest SLC finish, coming in third in 1996.""We appreciate everything she (Coach Ritter) has done for this program in the past,"" Sam Houston State Director of Athletics Bobby Williams said. ""We hope we can get the program headed in the right direction.""Williams said that the search for a new coach is in its beginning stages.""Right now we are in the organizational aspect of getting the search going and hopefully we can get the ball rolling from there."""
Police staffs extra officers to decrease criminal activity,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","Last year, there were only two arrests made by UPD on Halloween. One subject was taken into custody for carrying an illegal weapon in a parking lot. The other subject was arrested during a traffic stop and was charged with ""Driving Under the Influence-Minor"", ""Minor in Possession of Alcohol"" and ""Open Alcohol Container in Motor Vehicle"". Sgt. David May of the Huntsville Police Department said HPD, too, would fully staff on Halloween night. There will be two officers from 4:30-7:30 pm. on duty for the '""Scare on the Square"", an event for the children of Huntsville to trick-or-treat in the square. May said this year there are no special precautions to look for besides the standard ones: be careful and watch out for kids trick or treating. For students who have children and are concerned about the candy their children may receive while trick-or-treating, the Surgery Center on Interstate 45 will be X-raying candy for free from 5:30 p.m. to 8:30 p.m. In case of emergencies, contact the Poison Control Center at 1-800-764-7661. For more information, contact University Police Department at 294-1794 or the Huntsville Police Department at 291-5480."
Omega Delta Phi,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","The group is made up of 16 members, who are still heading in the right direction.Coming up in March, they are promoting their National Philanthrophy, ""Brothers Against Drunk Driving,"" and in April, they are hosting a comedy show for the second time at the Jolly Fox. Other local philanthropies include the Good Shepherd Mission, working with patients at the Fairpark Nursing Home and tutoring young individuals at Gibbs Elementary.President Daniel Arredondo said he thinks the fraternity is, ""one of the most cultural, diverse organizations on campus.""When anyone is interested in our organization, I make sure they look at other organizations as well and then check us out. I think we represent ourselves really well, so it's not like we tell people they have to join our organization. We allow everyone to make their own decision,"" said Arredondo.OD-Phi member Anthony Molina said, ""We feel comfortable enough that they'll return to our organization. ""I think our fraternity is pretty unique, just because we've received four awards on campus. I don't believe any other organization has gotten that many,"" said Molina.Anyone interested in Omega Delta Phi should visit their Web site on the SHSU home page, or pick up a student organizations packet in the Student Activities Office."
"Huntsville-Walker County Chamber of Commerce offers citizens history, culture",Houstonian: Sam Houston State University,"January 1, 1970 Thursday","It has scheduled a combination of speakers, storytellers, culture and creative expression to educate the citizens of Huntsville.The Chamber is closing the month of January with a program from the Storytellers Guild, a nationally acclaimed speaker and open house on Main Street.The Colonneh Storytellers Guild meets at Sam Houston Memorial Museum at the log building between the Steamboat House and the blacksmith forge on the fourth Tuesday of each month. The program will be held on Jan. 28 from 7 p.m. to 9 p.m.Nancy Hunter Denney, speaker and writer on the subject of leadership within professional organizations, is coming to SHSU's Criminal Justice Auditorium with a lecture titled ""The Future is Yours to Create: A Look at Life and Leadership"" on Jan. 28 at 5:45 p.m.Denney has been a keynote speaker at numerous conferences around the country. She currently runs her own speaking and training business POTENTIAL Leadership Training and Lectures, and wrote the book, ""Life by Design,"" which is a motivational text that uses a home improvement context to inspire the reader to make necessary life changes of any size.She has appeared on numerous radio and television morning shows, including ABC and NBC in Chicago, discussing her life improvement strategies. Recently, she appeared with Dr. Phil at the Women Conference in Indianapolis as the opening keynote.Denney's first ""do-it-yourself"" motivational book, ""Life by Design,"" provides the tools for finding happiness in life. Nancy's second book, ""Let Your Leadership Speak: How to Lead and Be Heard,"" is a co-authored effort designed to help others make a difference. Her three signature keynotes are based upon these writings.The Main Street Open House on Jan. 30 is a two-year anniversary party from 4 to 6 p.m.""You can come and go as you please,"" said event coordinator Kassandra Brewer. Those who come can enjoy refreshments and are eligible to win gift certificates to businesses around town, according to Brewer.The Chamber of Commerce has many cultural events planned for the community this spring.""Everything I Say Here is Straight and True: The Autobiographical Drawings of Chief White Bull"" will be on display at the Sam Houston Memorial Museum Feb. 4 through March 16.Joseph White Bull, Minniconjou Sioux chief and nephew of Chief Sitting Bull, was a typical Sioux warrior. Since their culture was dependent on the fighting qualities of its men, the Sioux developed a social system that gave first position to the bravest warriors.White Bull, like other warriors, celebrated his achievements by depicting the events on a tepee cover or buffalo robe. These drawings, later transferred to ledgers obtained from army or trading stores, provide both colorful art and historical record.Huntsville Community Theatre will present the comedy, ""Mornings at Seven,"" Feb. 5 through Feb. 9 at 7 p.m. and at 2 p.m. on Sunday. The cost to attend is $10.The SHSU Department of Student Activities will present speaker, Joe Martin as Part of the Society of Success & Leadership Speakers Series Feb. 25 at 5:45 p.m. in the Lowman Student Center Ballroom.Martin's presentation is titled, ""True Colors"" and is part of Black History Month. During the program, Martin talks about five reasons racism exists and how you can take action against it.He will share a personal story about a kid from the 'hood and a redneck from Alabama who are college roommates. In his story, they learn from living together that one cannot take a stand against racism until first understanding why it exists.Martin is a professor, author, speaker and educational consultant.He is the author of the top selling book ""Tricks of the Grade,"" and the founder and president of Real World University, the largest student success center on the Internet.Martin was voted Speaker of the Year by the Association for Promotion of Campus Activities. He has appeared on numerous television and radio talk shows, and has been featured in several newspapers including USA Today, the Miami Herald and the Atlanta Constitution.Throughout the semester, the Chamber of Commerce has planned craft shows, pottery and blacksmith demonstrations, plays and dance performances.For more information on future events and times, check out the Chamber of Commerce Web site located at www.chamber.itemonline.com"
Students participate in panel discussion,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","""The discussion was informative and enlightening. Everyone who spoke had legitimate reasons to support his or her viewpoint,"" Moore said. ""It was nice to hear the other side.""The ""No More War, No More Hate"" event was coordinated by Assistant English Professor Dr. Shane Graham, who wanted to present a discussion among the SHSU community on why we should look to other options besides war. In addition to Graham, members of the faculty panel included Dr. Christie Fox Visting Assistant Professor of English, Dr. Bernadette Pruitt Assistant Professor of History and Dr. Nicholas Pappas Associate Professor of History. Members of the Muslim community were also involved including leader of the Muslim Student Association Adhallah-MuhhammdBey. With the anti-war theme being at the top of discussion other aspects were not slighted. Dr. Pruitt spoke on the controversial topic of African-Americans and patriotismAlthough she acknowledged historical events in the country that may sway African-American's views, overall "" African American are in fact patriotic,"" she said. Pruitt explained the patriotic split of the Black race with many having a deep love for this country which is evident through military enrollment and others harboring unpleasant feelings.In response to interested students who wanted insight into minorities' feelings regarding to 11th, Pruitt said there was no easy answer. Dr. Cheryl Anisman Associate Professor of the Psychology department, told audience members she was on the verge of offering her expertise in pyscology to the F.BI. when she began to suffer discrimination at American airports due to her Muslim faith and Jewish last name. Anisman said those experiences of being repeatedly delayed, searched and frisked gave her mixed feelings regarding the government. She has not offered her services to the FBI. The pro-war position was not absent with heated comments coming from Dr. Keith Hendrickson of the History department and several students who agree that war is the most productive answer. Panel members agreed the media has given the public all of the reasons in support of going to war while not looking at any other alternatives. ""(Dr.) Christie Fox and I organized the panel with lots of help from students and collegues."" Graham said. ""We started it because we were frustrated.""Fox learned of the tragedy from a neighbor around 9 a.m. on the eleventh and said she did not believe him at first. When she turned on the television she watched the news coverage ""until I had class at two,"" she said. Fox said that her inspiration to start the panel discussion was due to her fear that she would be ashamed America's reaction.Fox said she does want Bin-Laden brought to justice, although she does not have a concrete non-violent suggestion at this time. What she is sure about is her opposition to the killing of innocent people in an effort to catch him.Although the panel was composed of anti-war spokesmen, Graham said finding those people was the hardest part. ""A lot of people told us that they share our reservation about the war, but I think they're afraid to take part because they might be branded ""unpatriotic.""Graham said the intention of the discussion was not to change anyone's mind. All we can do is give them food for thought,"" he said. Junior Natalie Thomas said she has a neutral stance regarding the war efforts but appreciated the opportunity to hear both sides of the issue.Graham said he and Fox have discussed starting an on going lecture series in order to explore certain topics in-depth. "" Whether we pursue it would depend on the response of the student body."" Thomas said she would actively participate in additional events and forums regarding these issues. ""Yes, I would definitely attend,"" she said."
Hector's Story,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","The fast money available became enticing as he began to involve himself with not only the use, but also the sale and transport of these drugs.""The first time I got in trouble, I was transporting marijuana across the checkpoint,"" Hector said, ""I didn't think it would be a big deal, and it wasn't. I received one year probation, which I never completed.""Hector said he figured nothing would really happen to him if he was just on probation, so he didn't follow the guidelines set by the court, and continued his involvement with the drug trade. Although Hector had a job, he soon found it hard to support his habit financially.""I started breaking into houses to feed my addiction,"" Hector said, ""I wanted to live good, party all the time and have money on the side.""""I soon lost control of my life. My addiction got the better of me. I was kicked out of my house,"" Hector said.Hector started the night of his 20th birthday partying. ""I was coming off a lot of drugs, and I ended up jacking somebody for their car,"" he said. This birthday bash earned Hector a nine-year prison sentence for Aggravated Robbery. At age 24, Hector has now served three and one-half years of his sentence. Since his sentence was aggravated, he must serve at least three-fourths of his sentence before becoming eligible for parole.""The hardest thing about prison is being away from my family, that's what has brought me to tears at times,"" Hector said. ""After looking over my life, I found out I didn't want to live that way anymore. The best I can do to redeem myself to the people I've hurt is to make sure I don't do that again.""Hector is one of several Texas inmates involved in Operation Kick-It, a community education program run by TDCJ-ID designed to educate young people on the consequences of using drugs and alcohol. He said he feels the program gives him the opportunity to give back to the community, and hopes his story will let people know that things like prison can happen to anyone.Another point that Hector emphasizes is the diversity in the Texas prison population. ""Anyone can come to prison, it doesn't discriminate,"" he said.Hector has taken advantage of some educational opportunities while in prison, and hopes to finish his education upon release. One day he hopes to own a business, or teach, but for now, he keeps what he feels is a realistic outlook. ""My major is Psychology, but I've learned a trade too, the automotive trade. It's something I can do when I first get out, at least there, the doors aren't all the way closed.""Wanting to be part of the crowd is just one factor that led to Hector's problems. He made bad decisions and chose to go along with what everyone else was doing, rather than setting positive goals and going against the grain of the world in which he was raised. ""There's a lot of kids out there, I was one of them, that are just stubborn. It took coming to prison to snap me out of it, he said, ""Hopefully, this will make them at least think twice.""""Don't be afraid to be yourself. All these kids have this word 'cool' they're trying to live up to. Your individuality is what makes you cool,"" Hector said."
"""8 Mile"" movie review",Houstonian: Sam Houston State University,"January 1, 1970 Thursday","The movie starts off slow. You first find yourself wondering what is going on because the characters are not saying much, but as the movie progresses Eminem's character, Bunny Rabbit, becomes more open and lets his personality shine as he struggles with stage fright. Bunny Rabbit is forced to endure several hardships throughout the movie that seem rather depressing, but help set the mood for the whole movie. It seems as though B. Rabbit cannot get a break, even though his friends are relentlessly trying to help him. I find this situation annoying because no matter how much encouragement they seem to give him, he cannot bring himself to perform to his potential.The plot then starts to intensify as the character realizes what he has to do in order to succeed in one of his ""battles"" and blows the competition away with exciting rhymes and raps. The film becomes entertaining and you find yourself singing along with the characters, but just as soon as the movie became good, the movie stops. I was left wanting more and the audience felt the same. Although it seems Eminem is confident in front of the camera, the supporting cast carries him through the movie. The director did an excellent job of presenting the audience with the different characters and the setting in the movie. Good story, good movie, but a bad ending."
2nd Annual Leadership Challenge this weekend,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","On Feb.1, there will be a dinner in the White Hall Banquet Room at 6 p.m. The keynote speaker will be Jonathon Sprinkles.Sprinkles, who graduated from the University of Texas at Austin, is a nationally known motivational speaker who has won various awards. He also invented what he calls ""sprinklisms"". Sprinkles encourages youth leaders to become more active in their community and campuses. King said Sprinkles is a wonderful speaker. ""Every person will have learned something about leadership and themselves after listening to Jonathan,"" King said.The workshops for the conference will be held in the Lee Drain Building on Saturday beginning at 9 a.m. Lunch will be served and refreshments will be served for breakfast and throughout the day. Jason McBroom, a student assistant for Student Activities, said the conference would be beneficial to all students. ""The conference is only two days, but the workshops will definitely help students better their leadership skills,"" McBroom said.McBroom said the sponsors of the conference anticipate approximately 200 students attending the conference this year. King said there are limited spaces available for the conference, so students should register by Friday afternoon. If anyone has any questions about the conference, he or she can contact King at 294-FUN1."
